PhraseId,SentenceId,Phrase
128111,6892,was so endlessly
40879,1958,"a tasteful , intelligent manner"
3771,143,it completely misses its emotions
148589,8084,can render it anything but laughable .
45632,2218,loud and
68620,3484,"Enigma is well-made , but it 's just too dry and too placid ."
92785,4832,to traverse
98045,5136,by bursts of animator Todd McFarlane 's superhero dystopia
69484,3532,that you can dance to
119714,6403,"to rush through the intermediary passages , apparently hoping that the audience will not notice the glaring triteness of the plot device"
73698,3769,non-stop cry
80970,4173,"serious , poetic , earnest and -- sadly -- dull"
86419,4473,at a failure of our justice system
114203,6072,", nearly psychic nuances"
784,28,actors '
73566,3761,Heavy with flabby rolls of typical Toback machinations
135616,7326,"of the most beautiful , evocative works I 've seen"
54404,2704,Howard 's
69611,3539,does n't reveal even a hint of artifice
54230,2694,Am Trying to Break Your Heart an attraction it desperately needed
49327,2413,the key
10696,453,saved this film a world of hurt
110265,5839,has inspired Croze to give herself over completely to the tormented persona of Bibi
22529,1019,are totally estranged from reality .
74175,3800,Utter mush ...
110859,5874,to match the words of Nijinsky 's diaries
68386,3470,a hallucinatory dreamscape
130160,7008,on your mind
46897,2285,such a clever adaptation of the bard 's tragic play
56076,2805,rancorous
107810,5701,Confessions is without a doubt a memorable directorial debut from King Hunk .
6036,240,department
9805,407,akin
63646,3222,'s a very tasteful rock and roll movie .
30693,1427,a True Story
151419,8256,time .
121643,6519,kills
27077,1245,Kinnear ... gives his best screen performance with an oddly winning portrayal of one of life 's ultimate losers .
69608,3539,has something fascinating
136736,7394,complete moron
1269,47,David
126362,6793,screwball farce and blood-curdling family intensity
18255,797,"Sand 's masculine persona ,"
152144,8300,disturbing the world 's delicate ecological balance
3490,129,pay
25956,1188,sound system
101968,5367,the courage of its convictions and excellent performances on its side
27270,1254,"plods along methodically , somehow"
139233,7546,", the humor has point"
10554,446,straight-shooting
130515,7032,photographed romance
125685,6753,A distinctly minor effort
88707,4608,entire history
88794,4612,her inventive director
109430,5795,negatives
114745,6107,"This is the kind of subject matter that could so easily have been fumbled by a lesser filmmaker , but Ayres makes the right choices at every turn"
149668,8147,offering nothing more than the latest Schwarzenegger or Stallone flick
104929,5543,annoying score
18730,822,"Metaphors abound , but it is easy to take this film at face value and enjoy its slightly humorous and tender story ."
142942,7759,transparently hypocritical work
1918,71,"But it has an ambition to say something about its subjects , but not a willingness ."
72822,3718,has ever produced
70260,3577,why not
108430,5737,", point-and-shoot exercise"
134889,7280,suffers from too much Norma Rae and not enough Pretty Woman
89226,4637,"Road to Perdition does display greatness , and it 's worth seeing"
22869,1035,spousal
5876,234,doze
142844,7752,", this will be on video long before they grow up and you can wait till then ."
67894,3447,"that will thrill you , touch you and make you"
134044,7235,"never gets over its own investment in conventional arrangements , in terms of love , age , gender , race , and class ."
41517,1998,a gone-to-seed hotel
120356,6435,"'s Burns ' visuals , characters and his punchy dialogue , not his plot , that carry waydowntown"
140748,7636,Although it does n't always hang together
145455,7902,House Beautiful spread
111413,5911,"Well , in some of those , the mother deer even dies ."
115819,6171,have always
67007,3401,pointing
134739,7272,the better film 's
113994,6060,increasingly far-fetched
137482,7438,the film knows what 's unique and quirky about Canadians
138034,7467,"Though it was made with careful attention to detail and is well-acted by James Spader and Maggie Gyllenhaal , I felt disrespected ."
5240,208,Well-done supernatural thriller with keen insights into parapsychological phenomena and the soulful nuances of the grieving process .
44891,2177,few chances
82054,4232,dictates
24538,1117,"Perry 's good and his is an interesting character , but `` Serving Sara '' has n't much more to serve than silly fluff"
38274,1822,Not once in the rush to save the day did I become very involved in the proceedings ; to me
61815,3124,all-male
15511,664,a director to watch
144600,7849,of raunch
48835,2384,sticking its head up for a breath of fresh air now and then
95190,4965,a yellow streak a mile wide decorates its back
24485,1114,"a charming , funny and beautifully crafted import"
51159,2518,"Has not so much been written as assembled , Frankenstein-like , out of other , marginally better shoot-em-ups"
109097,5777,who trek to the ` plex predisposed to like it
134222,7243,that deftly
114039,6062,an iceberg
122994,6601,slanted
131134,7067,surfer girl entry
45489,2211,Hudlin comedy
20465,913,into its own
86138,4459,from Taiwanese auteur Tsai Ming-liang
142784,7749,treat for its depiction
62810,3179,"A fine , rousing , G-rated family film ,"
19318,848,animated thoughts
24592,1120,until the point
34318,1611,it will gratify anyone who has ever suspected Hollywood of being overrun by corrupt and hedonistic weasels .
54319,2700,A well-crafted film that is all the more remarkable because it achieves its emotional power and moments of revelation with restraint and a delicate ambiguity .
135303,7307,"observant , unfussily poetic meditation"
140642,7630,"it still comes off as a touching , transcendent love story ."
101066,5310,What it lacks in originality it makes up for in effective if cheap moments of fright and dread .
54764,2726,realizes a fullness that does not negate the subject
67377,3420,If The Full Monty was a freshman fluke
40101,1920,delight .
17348,752,individuality
27789,1276,allusions
101621,5347,ooze
128687,6921,joint
38810,1851,footing
39681,1894,"that is , overall , far too staid for its subject matter"
60868,3072,divisions
32761,1535,story and theme
132248,7129,on the genre
39884,1905,", revenge , and romance"
133861,7223,salient points
120261,6430,the beloved-major
31125,1452,continues to improve .
148605,8085,is a battle of witlessness between a not-so-bright mother and daughter and an even less capable trio of criminals
126892,6822,the most repellent things
127462,6856,natural and lovely
13295,572,suspense on different levels
70037,3566,"succeeds primarily with her typical blend of unsettling atmospherics , delivering a series of abrasive , stylized sequences that burn themselves upon the viewer 's memory"
50650,2490,Safe Conduct -LRB- `` Laissez-passer '' -RRB-
128181,6896,prior to filming
9046,377,Hollywood fantasies
99458,5215,if you 've paid a matinee price and bought a big tub of popcorn
62462,3159,"odd , haphazard , and inconsequential romantic"
43484,2102,"is extremely straight and mind-numbingly stilted , its episodic pacing keeping the film from developing any storytelling flow ."
142745,7747,"a text to ` lick , ' despite the efforts of a first-rate cast"
37844,1799,two directors with far less endearing disabilities
91485,4759,style and wit
149802,8156,An awful movie
143554,7792,"One long , numbing action sequence made up mostly of routine stuff Yuen has given us before ."
78603,4045,"fun and funny in the middle , though somewhat less"
35377,1663,is a bit like getting all excited about a chocolate eclair and then biting into it and finding the filling missing
104465,5513,you are in the mood for an intelligent weepy
140425,7620,feel more like literary conceits
88554,4600,be an
26589,1219,rest contentedly
54781,2728,"creates delicate balance of style , text , and subtext that 's so simple and precise that anything discordant would topple the balance"
21772,973,An often unfunny
68743,3493,It 's usually a bad sign when directors abandon their scripts and go where the moment takes them
31673,1485,"Old people will love this movie , and"
153173,8364,pace master
64832,3283,to being very funny
7669,310,sensual and
113973,6059,The Irwins '
27981,1284,dark satire
147905,8049,"is a question for philosophers , not filmmakers ; all the filmmakers need to do is engage an audience ."
61342,3100,draw people together across the walls that might otherwise separate them
136769,7397,is made almost impossible by events that set the plot in motion
57075,2875,Everything was as superficial as the forced New Jersey lowbrow accent Uma had .
97386,5093,tundra
138895,7528,An uneven mix
77641,3992,biting off
105974,5595,Banal and
39821,1903,enchanting
72024,3678,Less a movie than
125112,6724,lumbering load
146134,7947,"flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , delicious dialogue and"
67429,3422,post-production
83403,4308,this ricture
1488,54,"relic from a bygone era , and its convolutions ... feel"
17099,741,dwell
19617,862,'s both sitcomishly predictable and cloying in its attempts
60757,3068,in the spirits of these young women
28057,1289,gone haywire
131554,7088,were n't true
11896,510,wearer
88669,4607,"Maryam is a small film , but it offers large rewards"
133121,7179,find her husband in a war zone
131911,7111,a sultry evening or a beer-fueled afternoon in the sun can inspire even the most retiring heart to venture forth
98920,5188,surprisingly bland despite the heavy doses of weird performances and direction
18360,802,'d be lying if I said my ribcage did n't ache by the end of Kung Pow .
63278,3200,that Burns is a filmmaker with a bright future ahead of him
100095,5252,high school social groups are at war
49576,2427,Once Upon a Time in America
7090,285,does n't cut it
108992,5770,", that 's good enough ."
56813,2855,"the ` qatsi ' trilogy , directed by Godfrey Reggio"
28733,1331,cast that you can not believe anyone more central to the creation of Bugsy than the caterer
33829,1589,urgency
146258,7952,distant piece
107094,5658,As the Mediterranean sparkles
39188,1869,"the story , which is paper-thin and decidedly unoriginal"
65120,3294,to have been made under the influence of Rohypnol
55353,2762,It 's sweet ... but just a little bit too precious at the start and a little too familiar at the end .
118433,6327,intent and
86324,4469,recognizable and
39536,1887,foolish and shallow
148737,8092,an expressive face reminiscent of Gong Li and a vivid personality like Zhang Ziyi 's
29661,1374,unabashed
114451,6088,that it 's a brazenly misguided project
110314,5842,Britney Spears has popped up with more mindless drivel
90651,4718,si
40432,1933,satisfy the boom-bam crowd without a huge sacrifice of character and mood
122696,6583,discern if this is a crazy work of disturbed genius or merely 90 minutes of post-adolescent Electra rebellion
64662,3273,is that it jams too many prefabricated story elements into the running time .
48552,2371,the stylistic rigors of Denmark 's Dogma movement
141680,7686,", Lawrence unleashes his trademark misogyny -- er , comedy -- like a human volcano or an overflowing septic tank ,"
114249,6076,of 1952
150953,8229,"immensely ambitious , different than anything that 's been done before and amazingly successful in terms of what it 's trying to do"
105454,5569,college-spawned -LRB- Colgate U. -RRB- comedy ensemble
110691,5865,involving smuggling drugs inside Danish cows
98583,5166,force himself on people and into situations that would make lesser men run for cover
111544,5918,grub
97290,5086,", slow scenes"
48458,2368,and Hossein Amini
32603,1528,range
76096,3904,embellished
84947,4391,a decent draft
79904,4116,Disney 's strong sense of formula
65820,3338,at the absurdities and inconsistencies
42958,2074,his usual modus operandi
67747,3441,'s no point in extracting the bare bones of Byatt 's plot for purposes of bland Hollywood romance .
72551,3707,drawing wrenching performances from his actors -LRB- improvised over many months -RRB- and for conveying the way tiny acts of kindness make ordinary life survivable
50834,2500,richly detailed
40264,1928,detract
128472,6911,the scintillating force
114961,6121,in remembrance
93726,4887,the nourishing aspects of love and companionship
147054,8003,the film 's strategically placed white sheets
129137,6944,a Hallmark Hall of Fame
67020,3402,the Tuck family themselves
48586,2372,seen in other films
46358,2254,this will be an enjoyable choice for younger kids .
54204,2691,this emotional car-wreck
34400,1615,pause and
43253,2089,church-wary
139656,7576,drama and flat-out farce
136138,7357,spied with my little eye ... a mediocre collection of cookie-cutter action scenes and
129720,6979,"Great performances ,"
10843,460,the message
107933,5708,clumsiness
107943,5709,only a document of the worst possibilities of mankind can be
142218,7715,injustices
111110,5888,new trick
85289,4410,some of its plaintiveness
21557,964,as expected
106770,5639,Yellow Asphalt
148103,8060,female-bonding pictures like Divine Secrets of the Ya-Ya Sisterhood
73790,3774,as a result
57133,2877,drags during its 112-minute length
52973,2625,", governance and hierarchy"
122588,6575,#NAME?
3514,130,to light
34559,1624,Monsoon Wedding
22216,996,in a long time
30622,1423,the action is dazzling
1708,63,the action scenes are poorly delivered
36258,1713,mail
112087,5950,"leave the auditorium feeling dizzy , confused , and totally disorientated"
43753,2121,children behave like adults and everyone
105339,5562,recognizes
136699,7391,on any level
81416,4197,as hard
64750,3279,A prison comedy
108437,5738,has really found his groove these days
72566,3707,conveying the way tiny acts of kindness make ordinary life survivable
41809,2012,periods
49109,2399,it 's still unusually crafty and intelligent for Hollywood horror .
139325,7554,A touching drama
90261,4698,The soundtrack alone is worth the price of admission .
42888,2071,fail to respond
139786,7585,"But on the whole , you 're gonna like this movie ."
3879,147,beaten to a pulp in his Dangerous Game
72705,3714,nonjudgmentally
107329,5672,"'s a bit of thematic meat on the bones of Queen of the Damned , as its origins in an Anne Rice novel dictate"
26368,1209,A moving and stark reminder
65584,3323,a huge disappointment coming
81080,4178,be a sucker for its charms
89194,4635,veins
50626,2489,the victorious revolutionaries
71908,3671,What Antwone Fisher is n't
48116,2347,the idea of a Vietnam picture
8662,360,hip-hop documentary
140922,7642,labored and
134441,7252,almost every possible way
29522,1368,is the kind of movie
56676,2848,be hard put to find a movie character more unattractive or odorous -LRB- than Leon -RRB-
140674,7632,meets-John
150510,8201,making a vanity project
84773,4385,"If swimfan does catch on , it may be because teens are looking for something to make them laugh ."
64726,3277,Jordan
100017,5248,cover up the yawning chasm where the plot should be
29090,1346,"is the genre 's definitive , if disingenuous , feature"
57259,2885,political and psychological thriller
144951,7871,quite possibly the sturdiest example yet
996,36,heroes
107221,5665,much more than a few cheap thrills from your Halloween entertainment
46563,2265,no-frills ride
40601,1944,is sentimental
142753,7747,the efforts of a first-rate cast
38025,1808,Cannes
58577,2951,on stage
83416,4310,"While Van Wilder may not be the worst National Lampoon film , it 's far from being this generation 's Animal House ."
26388,1210,"so-so , made-for-TV something"
121591,6517,"There 's nothing like love to give a movie a B-12 shot , and CQ shimmers with it ."
90636,4718,the Venezuelans
151298,8248,film that is an encouraging debut feature but has a needlessly downbeat ending that
11370,488,present standards
101972,5367,its convictions
31207,1458,adamant
131494,7085,'s a howler
506,18,Hong
47604,2320,of Beijing
12811,551,the field of roughage dominates
60427,3052,The mystery of Enigma
89440,4649,sitting through
127753,6870,bizarre world
19183,841,fantasy and
147751,8039,in producing that most frightening of all movies -- a mediocre horror film too bad to be good and too good to be bad
43608,2111,feels uncomfortably real
144186,7827,"Filmmakers David Weissman and Bill Weber benefit enormously from the Cockettes ' camera craziness -- not only did they film performances , but"
50012,2455,stoked to make an important film about human infidelity and happenstance that he tosses a kitchen sink onto a story already overladen with plot conceits
94715,4942,teeny-bopper set
19710,869,huge risks to ponder the whole notion of passion
45610,2216,actorish
44092,2136,"too loud , too goofy and"
50941,2508,"No big whoop ,"
48874,2386,slap-happy
120789,6463,"is too calm and thoughtful for agitprop , and"
121630,6519,every opportunity to do something clever
147405,8020,affected child acting to the dullest Irish pub scenes
46447,2258,wrapped things
38950,1858,Stiff and schmaltzy and clumsily directed .
140350,7616,have made the film more cohesive
127421,6853,", Group articulates a flood of emotion ."
97986,5132,into a black hole of dullness
74516,3820,`` Orange County '' is far funnier than it would seem to have any right to be .
74891,3839,fluids
50464,2482,"This is a third-person story now , told by Hollywood , and much more ordinary for it ."
9268,387,Feardotcom
153319,8374,"Lasker 's canny , meditative script distances sex and love , as Byron and Luther ... realize they ca n't get no satisfaction without the latter ."
77609,3991,is all too human
129530,6965,will strike a chord with anyone who 's ever
131450,7082,mostly believable
21469,961,diminishing his stature from Oscar-winning master
79575,4096,"the film , and"
72428,3701,feature-length sitcom
100166,5255,well worth revisiting as many times as possible
58695,2960,rails
138529,7502,passe '
14215,613,walk out of The Good Girl
15563,667,supposed to be an attempt at hardass American
86243,4466,a lack of clarity and audacity
22741,1030,"feels capable of charming the masses with star power , a pop-induced score and sentimental moments that have become a Spielberg trademark ."
19398,851,tinny self-righteousness
112000,5945,which might have been called Freddy Gets Molested by a Dog
83583,4320,The following things
109963,5824,a Jet all the way
92356,4809,This is more a case of ` Sacre bleu ! '
111362,5905,safe as a children 's film
101759,5357,and completely ridiculous
75158,3854,Though not for everyone
100302,5263,"Until -LRB- the -RRB- superfluous ... epilogue that leaks suspension of disbelief like a sieve , Die Another Day is as stimulating & heart-rate-raising as any James Bond thriller ."
114615,6098,The vistas are sweeping and the acting is far from painful .
48549,2371,bluff
11299,487,It is not the first time that director Sara Sugarman stoops to having characters drop their pants for laughs and not the last time
119818,6409,"is too busy getting in its own way to be anything but frustrating , boring , and forgettable"
22839,1034,Highly uneven and inconsistent ...
2344,90,and curiosity factors
80219,4133,a James Bond series
32874,1539,are privy to
39442,1883,old World War II movie
86312,4468,puts the X
23615,1072,defiantly and
32244,1511,complex and quirky
111914,5941,the Granger Movie Gauge
71672,3657,drumbeat
103329,5448,suffers from a lackluster screenplay
142876,7754,a game performance
105247,5557,is its surreal sense of humor and technological finish .
28110,1291,"crass , jaded movie types and the phony baloney movie biz"
29026,1344,"familiar issues , like racism and homophobia"
19936,884,"this unexpectedly moving meditation on love , history , memory , resistance and artistic transcendence"
6637,264,"bears a grievous but obscure complaint against fathers , and circles it obsessively , without making contact"
57417,2894,"of road movie , coming-of-age story and political satire"
88439,4596,that Resident Evil is not it
13802,595,Payami
143906,7810,ignored it
68190,3462,improved upon the first and
30983,1444,classified as one of those ` alternate reality '
19647,863,digs
94486,4931,is severely tested by bad luck and their own immaturity
61879,3129,the integrity and vision
46675,2272,"does a terrific job conjuring up a sinister , menacing atmosphere though unfortunately all the story gives us is flashing red lights , a rattling noise , and a bump on the head"
149916,8164,", ugly exercise"
103020,5430,"Alternately hilarious and sad , aggravating and soulful , scathing and joyous ."
75498,3870,the slickest
80406,4143,'s the kind of effectively creepy-scary thriller that has you fixating on a far corner of the screen at times because your nerves just ca n't take it any more .
65624,3326,that a movie can be as intelligent as this one is in every regard except its storyline
129260,6951,"others do n't ,"
55686,2784,a hilarious Kenneth Branagh
117943,6300,there 's a certain robustness to this engaging mix of love and bloodletting .
11331,487,provoke them
82959,4283,strikes a potent chemistry
121218,6490,are sometimes inexpressive
55939,2797,owned
111203,5894,for Jim Carrey
142809,7751,"Not only does the thoroughly formulaic film represent totally exemplify middle-of-the-road mainstream , it also represents glossy Hollywood at its laziest ."
27757,1275,"There are cheesy backdrops , ridiculous action sequences , and many tired jokes about men in heels ."
28596,1321,one for this kind of movie
156055,8544,Hearst 's forced avuncular chortles
149288,8123,work without all those gimmicks
9721,404,the final effect is like having two guys yelling in your face for two hours .
52505,2598,of the performances
33973,1596,worked wonders with the material
68728,3491,lugubrious
66087,3352,Stallion
123988,6656,"so grainy and rough ,"
52889,2622,frightening seductiveness
119,4,"A positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder"
81079,4178,to be a sucker for its charms
129308,6953,the live-action scenes
112835,5991,a slice of counterculture that might be best forgotten
25770,1179,modestly comic
57746,2910,the film 's action
155796,8527,a jar
33389,1565,than its sunny disposition
85113,4402,is especially unfortunate in light of the fine work done by most of the rest of her cast
103774,5471,about an inhuman monster
61456,3107,"Though its story is only surface deep , the visuals and enveloping sounds of Blue Crush make this surprisingly decent flick worth a summertime look-see ."
134943,7283,"as darkly funny , energetic ,"
123555,6634,worst sense
75838,3890,acting bond
114292,6079,The script is too mainstream and the psychology too textbook to intrigue .
26831,1230,#NAME?
74154,3798,drops
459,17,"a bilingual charmer , just like the woman who inspired it"
149624,8144,a rarity in Hollywood
68085,3455,"dull , inconsistent , dishonest female bonding"
63294,3201,paint-by-numbers
41788,2012,on the diciness of colonics
70137,3571,the Exxon zone
125856,6761,"feels the dimming of a certain ambition ,"
102592,5401,The only problem
78376,4032,of Clean and Sober
89912,4679,how long will filmmakers copy the `` Saving Private Ryan '' battle scenes before realizing Steven Spielberg got it right the first time
20501,915,should keep you reasonably entertained .
81611,4209,", ugly and destructive little \*\*\*\*"
20300,906,exist for hushed lines like `` They 're back !
155625,8517,flick-knife diction
123282,6616,wizened
32401,1519,entry
43826,2124,"engaged in the shameless self-caricature of ` Analyze This ' -LRB- 1999 -RRB- and ` Analyze That , ' promised -LRB- or threatened -RRB- for later this year"
69051,3508,'s ...
42097,2026,the Midwest that held my interest precisely because it did n't try to
125144,6725,character quirks
5033,197,saw it on TV
43404,2099,best part '
21358,955,"the percussion rhythm , the brass soul and the sense of fierce competition that helps make great marching bands half the fun of college football games"
98131,5141,Julia Roberts wannabe
110828,5872,Hitler-study
95091,4959,to save Oleander 's uninspired story
53560,2656,be a serious exploration of nuclear terrorism
103523,5460,call this one
123791,6646,"that 's neither completely enlightening , nor does it catch the intensity of the movie 's strangeness"
7407,301,been responsible for putting together any movies of particular value or merit
4787,183,the style and flash
137417,7434,may just end up trying to drown yourself in a lake afterwards
102356,5387,"It 's mildly interesting to ponder the peculiar American style of justice that plays out here , but it 's so muddled and derivative that few will bother thinking it all through"
75521,3873,"This slow-moving Swedish film offers not even a hint of joy , preferring to focus on the humiliation of Martin as he defecates in bed and urinates on the plants at his own birthday party ."
45233,2197,12
134435,7252,beer-soaked
91721,4773,a formula comedy redeemed by its stars
20928,934,Jerry Bruckheimer 's putrid pond of retread action twaddle
29300,1358,yet audacious
18564,814,like something like this
59942,3024,flirts with bathos and pathos and the further Oprahfication of the world as we know it
30414,1411,a mundane '70s disaster flick
131618,7091,to any teen
98928,5188,performances and direction
90066,4687,Splash without the jokes
87125,4519,"with vivid characters and a warm , moving message"
135871,7337,the words `` radical '' or `` suck ''
33433,1567,Heidegger
77784,3999,", but I believe a movie can be mindless without being the peak of all things insipid"
34702,1631,win any honors
15432,661,of the dynamic he 's dissecting
134608,7263,very expressive
52261,2581,hardly watchable
94888,4952,-LRB- Creates -RRB-
40624,1945,Antonia
35771,1688,"`` Bad '' is the operative word for `` Bad Company , '' and I do n't mean that in a good way"
70184,3573,Poets
67978,3450,so-called
105179,5555,"a rather , er , bubbly exchange with an alien deckhand"
142493,7734,Kurt Wimmer
4288,163,when you cross toxic chemicals with a bunch of exotic creatures
12600,541,forgotten 10 minutes
48172,2348,run-of-the-mill Disney sequel
84098,4344,the best possible senses of both those words
125721,6755,The acting is fine but the script is about as interesting as a recording of conversations at the Wal-Mart checkout line
18445,809,know I would have liked it more if it had just gone that one step further
28085,1290,might be over .
92173,4796,witness the crazy confluence of purpose and taste
64872,3284,the majority
69377,3527,", deeply absorbing piece"
114741,6106,wackiness
91661,4768,characterized
79354,4088,is a new treasure of the Hermitage .
119038,6362,favorites
122948,6598,A fairly harmless but ultimately lifeless feature-length afterschool special .
150359,8190,"... a solid , well-formed satire ."
123729,6644,For all the charm of Kevin Kline and a story that puts old-fashioned values under the microscope
134385,7249,along that turns me into that annoying specimen of humanity that I usually dread encountering the most - The Fanboy
83627,4322,ably
14568,627,leaden and
36302,1715,fear and frustration are provoked to intolerable levels
64660,3273,by Joel Schumacher
124382,6681,for the uncompromising knowledge
90708,4722,"based on the book by A.S. Byatt , demands that LaBute deal with the subject of love head-on"
113469,6031,below expectations
4758,182,imbued
3292,124,potent and
131283,7075,being ``
27386,1258,"take a reality check before you pay the full ticket price to see `` Simone , '' and consider a DVD rental instead"
87666,4552,the first major studio production shot on video tape instead of film
95569,4990,will remind them that Hong Kong action cinema is still alive and kicking
141578,7681,erotic or sensuous charge
51483,2535,the best description
98151,5142,It is quite a vision .
40751,1953,"Anyone else who may , for whatever reason , be thinking about going to see this movie is hereby given fair warning ."
27475,1262,"unpretentious , charming , quirky , original"
94857,4948,drooling idiots
56109,2810,comic premise
29722,1377,Shanghai Ghetto
105512,5571,about the original conflict
27694,1271,small but
5432,217,"A superfluous sequel ... plagued by that old familiar feeling of ` let 's get this thing over with ' : Everyone has shown up at the appointed time and place ,"
77061,3964,more bluster
77451,3984,"of the crackle of `` Fatal Attraction '' , `` 9 1\/2 Weeks ''"
107715,5692,except its timing
48255,2355,", anguished performance"
33912,1592,The Fast Runner '
151299,8248,that is an encouraging debut feature but has a needlessly downbeat ending that
141771,7691,the more you will probably like it .
147440,8022,to it all
104865,5538,"forced drama in this wildly uneven movie , about"
31020,1445,it 's the worst movie I 've seen this summer
143666,7796,old silliness
27289,1254,the grave '' framework
13797,595,Babak Payami 's boldly quirky Iranian drama Secret Ballot ...
57854,2915,are among the chief reasons Brown Sugar is such a sweet and sexy film .
133685,7211,"more smarts ,"
130841,7050,to the concession stand and\/or restroom
139283,7551,pleasant piece
97899,5126,out-shock
76801,3949,"very compelling , sensitive , intelligent and almost cohesive piece"
31827,1491,undercut by its awkward structure and a final veering
36868,1747,"Far-fetched premise ,"
127450,6855,few sequels
2176,82,Greene 's prose
134166,7241,"one more time , as far as"
14101,608,A compelling allegory about the last days
133,4,"intrigue , betrayal , deceit and murder"
26760,1228,slightly flawed
16372,704,into meaningful historical context
78444,4034,this movie was
1651,61,pat it makes your teeth hurt
101364,5328,standup routines
96205,5026,'s so downbeat and nearly humorless that it becomes a chore to sit through -- despite some first-rate performances by its lead
34880,1641,once in a while
65507,3317,Gondry
12725,548,becomes long and tedious like a classroom play in a college history course .
48940,2389,Cage manages a degree of casual realism
119307,6377,"'s a tour de force , written and directed so quietly that it 's implosion rather than explosion you fear"
131897,7111,"Drawing on an irresistible , languid romanticism , Byler reveals the ways in which a sultry evening or a beer-fueled afternoon in the sun can inspire even the most retiring heart to venture forth ."
148411,8075,as perfect as his outstanding performance as Bond in Die
55857,2793,"destined to win a wide summer audience through word-of-mouth reviews and , not far down the line , to find a place among the studio 's animated classics"
141892,7697,both the movie and the title character played by Brendan Fraser
18842,827,a frustrating patchwork : an uneasy marriage of Louis Begley 's source novel -LRB- About Schmidt -RRB- and
30325,1408,that was a deserved co-winner of the Audience Award for documentaries at the Sundance Film Festival
47647,2323,hormonal
124347,6678,comin '
139267,7549,of the worst dialogue
120169,6426,"get an ugly , mean-spirited lashing out by an adult who 's apparently been forced by his kids to watch too many Barney videos"
142466,7730,"is deceptively simple , deeply satisfying ."
61666,3116,"is -RRB- one of the few reasons to watch the film , which director Gerardo Vera has drenched in swoony music and fever-pitched melodrama"
9962,418,walked away from this new version of E.T. just as I hoped I would -- with moist eyes
22472,1015,padding
110605,5863,"lets her radical flag fly ,"
86018,4450,the other actors
141168,7657,"is a film about the irksome , tiresome nature of complacency that remains utterly satisfied to remain the same throughout"
124090,6662,is we
50145,2463,island
54287,2698,a great time
94048,4907,"the most part a useless movie , even"
86380,4472,"sit still for two hours and change watching such a character , especially when rendered in as flat and impassive a manner as Phoenix 's"
90616,4716,dumb fart
110981,5880,"are immaculate , with Roussillon providing comic relief ."
77814,4002,Strange occurrences build in the mind of the viewer and take on extreme urgency .
43516,2104,It 's a visual Rorschach test
27758,1275,"are cheesy backdrops , ridiculous action sequences , and many tired jokes about men in heels ."
78609,4045,at the start and finish
83308,4302,"Directors Harry Gantz and Joe Gantz have chosen a fascinating subject matter , but the couples exposing themselves are n't all that interesting ."
9125,381,prism
62069,3138,his edits
3272,123,forgettably
94555,4936,the gabbiest giant-screen movie
14341,618,"A tired , unnecessary retread ... a stale copy of a picture that was n't all that great to begin with"
38794,1851,"The film has too many spots where it 's on slippery footing , but is acceptable entertainment for the entire family and one that 's especially fit for the kiddies ."
137302,7429,remarkably strong
31898,1493,a mess
120098,6424,"It 's an entertaining movie , and the effects , boosted to the size of a downtown hotel , will all but take you to outer space"
88191,4581,"is haunting ... -LRB- It 's -RRB- what punk rock music used to be , and what the video medium could use more of : spirit , perception , conviction"
86890,4503,The Days Of Our Lives
97907,5127,"It 's no surprise that as a director Washington demands and receives excellent performances , from himself and from newcomer Derek Luke ."
115341,6144,is often as fun to watch as a good spaghetti western .
129861,6992,you to watch people doing unpleasant things to each other and themselves
124503,6689,never lets up
66469,3374,McTiernan 's remake may be lighter on its feet
136433,7376,make this delicate coming-of-age tale a treat
126385,6795,A film centering on a traditional Indian wedding in contemporary New Delhi
82070,4233,for Chaiken
6147,245,Robert Harmon 's less-is-more approach
56030,2802,that Baird is a former film editor
71874,3668,"winces ,"
27182,1251,'s also too stupid
77785,3999,I believe a movie can be mindless without being the peak of all things insipid
30973,1443,when it is n't merely offensive
45025,2185,in narcissism and self-congratulation disguised as a tribute
17680,765,I 'll settle for a nice cool glass of iced tea
18861,827,source novel
109495,5799,genre picture
97056,5072,the tedium
75662,3878,"no wit ,"
5194,206,well-wrought
63306,3203,you can trust
22899,1036,are struggling to give themselves a better lot in life than the ones
140320,7615,offers rare insight into the structure of relationships .
45955,2235,a big bowl
142840,7752,of tots
138136,7472,punchline
65645,3326,that 's just too boring and obvious
45494,2211,"toilet humor , ethnic slurs"
9104,380,hallucinatory
137326,7431,is violated
91273,4749,"discovered , indulged in and"
130383,7023,exploiting it yourself
154727,8462,Herzog 's -RRB-
117151,6250,is rarely
29858,1383,clearly see the world of our making .
20567,918,"cuts against this natural grain , producing a work that 's more interested in asking questions than in answering them"
789,29,latest
99163,5200,correct interpretation
112438,5972,in Full Frontal
104529,5517,"It looks good , Sonny , but you missed the point . '"
97033,5071,with a few twists
91541,4764,"Believes so fervently in humanity that it feels almost anachronistic , and it is too cute by half"
26692,1224,of hip-hop culture in general and the art of scratching -LRB- or turntablism -RRB- in particular
153502,8383,"to get wet , fuzzy and sticky"
79727,4105,... it 's Robert Duvall !
139660,7576,that should please history fans
16087,692,"The huskies are beautiful ,"
